Name,Country,sex,tour,sl,tr,ju,yob,class,round,div,date,place,site id,line/ramp,speed
MCCLINTOCK Jason,CAN,M,09S085R,67.5,0,0.0,1987,R,2,OM,05/03/2009,1,USAS0364,1.50@10.250,58
MCCLINTOCK Jason,CAN,M,09S085R,62.5,0,0.0,1987,R,3,OM,05/03/2009,1,USAS0364,2.50@10.750,58
MEJIA Alberto,COL,M,09S085R,44.5,0,0.0,1992,R,2,B3,05/03/2009,2,USAS0364,2.50@13.000,58
MEJIA Alberto,COL,M,09S085R,46.5,0,0.0,1992,R,3,B3,05/03/2009,2,USAS0364,4.50@13.000,58
RALEY Chet,USA,M,09S085R,67.5,0,0.0,1957,R,1,MM,05/03/2009,1,USAS0364,1.50@10.250,55
RALEY Chet,USA,M,09S085R,67.0,0,0.0,1957,R,2,MM,05/03/2009,1,USAS0364,1.00@10.250,55
RALEY Chet,USA,M,09S085R,63.0,0,0.0,1957,R,3,MM,05/03/2009,1,USAS0364,3.00@10.750,55
ROBLEDO Alejandro,COL,M,09S085R,46.5,0,0.0,1993,R,2,B3,05/03/2009,3,USAS0364,4.50@13.000,58
ROSSI Christopher,USA,M,09S085R,64.5,0,0.0,1976,R,1,OM,05/03/2009,2,USAS0364,4.50@10.750,58
ROSSI Christopher,USA,M,09S085R,69.0,0,0.0,1976,R,2,OM,05/03/2009,2,USAS0364,3.00@10.250,58
ROSSI Christopher,USA,M,09S085R,60.5,0,0.0,1976,R,3,OM,05/03/2009,2,USAS0364,0.50@10.750,58
SHEALY John,USA,M,09S085R,49.5,0,0.0,1958,R,1,MM,05/03/2009,5,USAS0364,1.50@12.000,55
SHEALY John,USA,M,09S085R,56.5,0,0.0,1958,R,2,MM,05/03/2009,5,USAS0364,2.50@11.250,55
SHEALY John,USA,M,09S085R,57.0,0,0.0,1958,R,3,MM,05/03/2009,5,USAS0364,3.00@11.250,55
SHEELY Kevin,USA,M,09S085R,46.0,0,0.0,1958,R,1,M4,05/03/2009,3,USAS0364,4.00@13.000,55
SHEELY Kevin,USA,M,09S085R,47.0,0,0.0,1958,R,2,M4,05/03/2009,3,USAS0364,5.00@13.000,55
SHEELY Kevin,USA,M,09S085R,44.0,0,0.0,1958,R,3,M4,05/03/2009,3,USAS0364,2.00@13.000,55
STEVENS Judi,USA,F,09S085R,43.5,0,0.0,1960,R,1,W4,05/03/2009,3,USAS0364,1.50@13.000,55
TRACY George,USA,M,09S085R,50.0,0,0.0,1950,R,1,M5,05/03/2009,5,USAS0364,2.00@12.000,55
VIEKE Noah,USA,M,09S085R,51.0,0,0.0,1987,R,1,M1,05/03/2009,1,USAS0364,3.00@12.000,58
VIEKE Noah,USA,M,09S085R,51.0,0,0.0,1987,R,2,M1,05/03/2009,1,USAS0364,3.00@12.000,58
VIEKE Noah,USA,M,09S085R,43.5,0,0.0,1987,R,3,M1,05/03/2009,1,USAS0364,1.50@13.000,58
