Name,Country,sex,tour,sl,tr,ju,yob,class,round,date,site id
 , , , , , , , , , , , 
CAMBRAY Iris,FRA,F,08GBR016,44.25,0.0,0.0,1993.0,L,2.0,08/24/2008,GBRPRINC
 , , , , , , , , , , , 
CAMBRAY Iris,FRA,F,08GBR016,49.0,0.0,0.0,1993.0,L,3.0,08/24/2008,GBRPRINC
 , , , , , , , , , , , 
CAMBRAY Iris,FRA,F,08GBR19,0.0,7740.0,0.0,1993.0,L,1.0,08/30/2008,GBRHAZEL
 , , , , , , , , , , , 
CAMBRAY Iris,FRA,F,08GBR19,49.0,0.0,0.0,1993.0,L,1.0,08/30/2008,GBRHAZEL
 , , , , , , , , , , , 
CAMBRAY Iris,FRA,F,08GBR19,0.0,7780.0,0.0,1993.0,L,3.0,08/30/2008,GBRHAZEL
 , , , , , , , , , , , 
CAMBRAY Iris,FRA,F,08GBR19,42.0,0.0,0.0,1993.0,L,3.0,08/30/2008,GBRHAZEL
 , , , , , , , , , , , 
CAMBRAY Iris,FRA,F,08FRA25,45.5,0.0,0.0,1993.0,L,1.0,09/07/2008,FRA7710
 , , , , , , , , , , , 
CAMBRAY Iris,FRA,F,08FRA25,50.0,0.0,0.0,1993.0,L,2.0,09/07/2008,FRA7710
 , , , , , , , , , , , 
CAMBRAY Iris,FRA,F,08FRA25,45.5,0.0,0.0,1993.0,L,3.0,09/07/2008,FRA7710
 , , , , , , , , , , , 
CAMBRAY Iris,FRA,F,08FRA41,0.0,6890.0,0.0,1993.0,L,1.0,09/21/2008,FRA3002
 , , , , , , , , , , , 
CAMBRAY Iris,FRA,F,08FRA41,51.0,0.0,0.0,1993.0,L,1.0,09/21/2008,FRA3002
 , , , , , , , , , , , 
CAMBRAY Iris,FRA,F,08FRA41,0.0,8110.0,0.0,1993.0,L,2.0,09/21/2008,FRA3002
 , , , , , , , , , , , 
CAMBRAY Iris,FRA,F,08FRA41,42.5,0.0,0.0,1993.0,L,2.0,09/21/2008,FRA3002
 , , , , , , , , , , , 
CAMBRAY Iris,FRA,F,08FRA06,0.0,0.0,34.8,1993.0,L,1.0,09/28/2008,FRA0001
 , , , , , , , , , , , 
CAMBRAY Iris,FRA,F,08FRA06,0.0,6970.0,0.0,1993.0,L,1.0,09/28/2008,FRA0001
 , , , , , , , , , , , 
CAMBRAY Iris,FRA,F,08FRA06,0.0,0.0,34.9,1993.0,L,2.0,09/28/2008,FRA0001
 , , , , , , , , , , , 
CAMBRAY Iris,FRA,F,08FRA06,0.0,7440.0,0.0,1993.0,L,2.0,09/28/2008,FRA0001
 , , , , , , , , , , , 
CAMBRAY Iris,FRA,F,08FRA05,0.0,0.0,33.3,1993.0,L,1.0,10/05/2008,FRA7708
 , , , , , , , , , , , 
CAMBRAY Iris,FRA,F,08FRA05,0.0,7720.0,0.0,1993.0,L,1.0,10/05/2008,FRA7708
 , , , , , , , , , , , 
CAMBRAY Iris,FRA,F,08FRA05,48.5,0.0,0.0,1993.0,L,1.0,10/05/2008,FRA7708
CAMBRAY Iris,FRA,F,08FRA05,48.5,7720.0,33.3,1993.0,L,1.0,10/05/2008,FRA7708
 , , , , , , , , , , , 
CAMBRAY Iris,FRA,F,07FRA60,0.0,6540.0,0.0,1993.0,L,1.0,11/04/2007,FRA0001
 , , , , , , , , , , , 
CAMBRAY Iris,FRA,F,07FRA60,45.0,0.0,0.0,1993.0,L,1.0,11/04/2007,FRA0001
